Title,Stars,Thoughts:,Date,Username,Verified Purchase ?,Thumbs up,Thumbs down
Spectacular Results! Just be patient!,5,"This product is absolutely amazing. The price can be discouraging but you have to remember that this product is developed and created by actual scientists, who have their own data that they've collected and provide for you to see yourself. The ingredients are top of the line, patented, and extremely expensive to produce (especially Growth Factors). That being said- here are my thoughts on the ""SkinMedica TNS Advanced+ Serum"": You just have to be consistent, and patient. I didn't really notice the results until I was about a month in. One day I was doing my skin care regime and really looking at my skin and I had to take a step back and gasped. I couldn't believe how fresh, plump, even, clear, youthful, toned, smooth, and overall healthy my skin looked! I kept trying to think what I did differently that would make such a tremendous difference, and then I remembered it had been a little over 4 weeks since I started the TNS Advanced serum. That's the only logical explanation I can think of. It really does work wonders, you just have to give it time to do its job. What drove me nuts was that the day this happened was also the day I ran out! Needless to say I immediately ordered another one with express shipping, haha. This product is very easy to use. It's sanitary due to the inovative double pump. One pump is all you need per use. It's very light weight and absorbs into the skin immediately. It doesn't have a sticky or greasy feel once its absorbed. The smell is almost non existent. It's just a faint smell,  which is just a  result of the ingredients. If you dispense 1 pump, twice a day, this should last a month or so. I highly recommend getting the auto-monthly ship option so that you don't do what I did and run out just when it's starting to show it's working! Plus you save $$ on each bottle. This is definitely a staple in my skin care regime. You know it's working when other people are commenting and complimenting you. My boyfriend told me I looked younger the other day. He didn't understand why and doesn't know anything about the serum. He just looked at me and said ""you look younger, did you do something with your hair?"". Yeah, I think I'll stick with SkinMedica. ",9/30/21,Kayla,True,9,0
Amazing Results,5,I have seen a significant improvement in the texture of my skin. I get a lot of compliments and I am frequently asked about my skin care regime. ,9/28/21,Kelly,True,0,0
Amazing product,4,This is the best serum I have ever used. I purchased it during a sale to help absorb the cost. But after using it for a few weeks I realize it is well worth every penny.  I have tried a lot of serums out there. My skin is smoother and more bouncy and I can tell my skin absorbs it well. My only concern is the pump. At first only one side pumped out product. Them after several uses I realized that the other also contained product and it seems to be working fine now. But this company needs to get it together as far as that goes. Why waste such a good thing? I will purchase it again but only if the pump keeps working as it should. ,9/27/21,CMarie,True,3,0
Give it time,4,"I have used this TNS product since the day it came out. I used the original TNS for years. I would hate to know what my face would look like without it. Have to give it time and patience but it does work. My estheticians advice, if you're going to spend the money and only have one product , this is it.",9/21/21,Brooke,True,1,0
Liquid Gold!,5,This is truly liquid gold! I love it! But most of all I am loving the RESULTS!!!!,9/21/21,AmyLovesParis,True,0,0
Absolute Must Have Product!,5,"My dermatologist recommended TNS to me almost a decade ago and I’ve been using it ever since then. Not only does it make my skin have an immediate healthy glow after application, but my sensitive, fair skin has minimal signs of aging and still has great elasticity. I highly recommend this be product. ",9/20/21,Srr1111,True,0,0
Makes Skin Look Great,5,Love this product for keeping my skin youthful and vibrant. ,9/14/21,Srr1111,True,0,0
Wonderful,5,This is a really good product. I started seeing and feeling a difference within two weeks. I highly recommend. ,9/10/21,Amy,True,1,0
Worth every dollar,5,This is my favorite product from SkinMedica It’s very expensive but you only need a small amount to cover your face. I feel it working and I notice my skin is firmer after applying. If you buy on sale it’s worth it.,9/10/21,Diane,True,0,0
GREAT Serum,5,Love this serum! It really is the best out there (and I have tried a lot!),9/9/21,CH,False,0,0
Pills,3,"It seems to work well, my skin is overall happier and I have better skin color and texture with this serum. However, I switched from TNS Essential Serum to this one, and this one pills. I generally use 3 products: Essential Serum, Hyaluronic Acid Serum, and then a CC Cream with Sunscreen. With the regular Essential Serum, I have no problems. This one pills though, even if I wait 10 minutes between each product. I'm heading back to the regular Essential Serum.",9/9/21,Sarah,True,6,0
Gold Standard for Skincare,5,"No matter where I've gone for facials or other cosmetic treatments, the professionals always espouse this product and I am a believer. Texture of skin and ""glow"" is apparent with regular use and I also use it on my neck coupled with the SkinMedica neck product. At 50 there truly is no substitute for results-producing skincare (+ treatments) and I think SkinMedica has done that convincingly. I now use mostly SM products in the AM and PM and believe they're investment-worthy.",9/8/21,SN,True,1,0
Fountain of Youth,5,"I take VERY good care of my skin and this serum is my one MUST have in my arsenal. Over time, my skin has become less sensitive, more vibrant and time has stood still. I do like this formula even more than the original formulation. It is light and easily absorbed yet provides enough moisture that I really don’t need a moisturizer during the Summer. After applying my retinol, I apply this magic serum and my skin elasticity has remained healthy and only improved over my years of consistent use. (I used the original formula and switched to this new one as soon as it was released). I also love that the ingredients are dispersed from separate openings to mix immediately at the time of use to harness all of the potential benefits of the ingredients. If cost is an issue for you, I would go with a good no expensive cleanser and retinol and save my money for this amazing serum of youth in a bottle. ",9/8/21,DrGGM,True,2,0
TNS First Timer,5,"This was the first time I tried TNS Advanced Serum and I love it! I have used the TNS Recovery Complex and that is great too, but it leaves my skin feeling tight. This is very hydrating and makes your skin feel so soft. Will definitely repurchase.",9/8/21,Erin,True,0,0
Wonderful,5,I really like SkinMedic. I can’t always afford it but try to only use SkinMedica products ,9/7/21,Shirley,True,1,0
Great product,5,"This serum is the new version of the Essential Serum.  I like both products, but this one is a little lighter weight so it goes on nicely under makeup. Occasionally the pump has issues and only one of the two products comes out.  There is a hole on the bottom and if you stick a paperclip in it, it sometimes it will unstop it. ",9/3/21,Rob,False,4,0
Wow! this really works,5,My dermatologist recommended this product to help with my loss of collagen on my face. You need to take a picture of yourself (before using this) and after a month compare...you will see a difference.,8/19/21,ND,True,2,0
Seems to keep skin more hydrated,4,I was not sure if I was seeing any results until I ran out. Then I realized that this growth serum was helping to keep my skin more hydrated possibly by locking in moisture. I was only using the serum once a day in the morning as I use retinol at night and did not want to mix the two. I will keep using this. I gave it 4 stars due to the price of the product ,8/17/21,Celeste,True,1,0
Magic,5,I didn't want to like this because it is so pricey but it works great. It is really fun to use and I enjoy putting it on. I like it a lot.,8/13/21,Sophie,False,0,0
Expensive but worth it,4,"The serum is fantastic! My derm recommended it as a post-procedure regimen, and I never stopped using it. The skin looks plump, hydrated when I use it. Unfortunately, the effect wears off after a couple of days of not using it. It is expansive, considering it will only last you a month with a twice a day application. ",8/11/21,Yulia,True,1,0
Good for skin but no miracles for wrinkles,3,"Tried two bottles on my mid-60s skin over 3 months hoping for a bit of dimishment in lines and wrinkles.  The serum conditioned my skin well, did nothing for wrinkles or fine lines, and pilled under the SkinMedica sunscreen. For me, it’s a no. Still using other products in this line.",8/10/21,Mary,False,0,0
Glorious Glowing Skin!,5,"This velvety serum is absorbed immediately, a tiny bit goes a very long way. Expensive, and well worth it to me. My face is refreshed, soothed, smooth textured, glowing. I have used many facial serums, never ever had such a distinct difference in my skin tone and texture. Recommended by my Plastic Surgeon, I am delighted with results.",8/5/21,Erma,True,3,0
Growth Factor and Peptides!!,5,"TNS Serum is my new staple! I can't go with out it. It is as essential as my daily retinol and vitamin C. With the Growth Factor blend and over 450 natural growth factors plus matrix proteins and advanced botanicals, marine extracts and peptides, this formula helps target sagging skin, deep wrinkles and texture. This serum promises you that your skin will achieve 6 years younger in just 12 weeks! I found that it took me about 12 weeks to notice the improvement but everyone is different. I am happy that I stuck with it because it is hands down one of my top skin care necessities.",7/28/21,Jolene,True,1,0
Defective Pump,2,"The dual pump is defective - this is my second one. The first one worked well and  I love the product. The second one came with a defective pump which I know others have complained about. With a product this expensive , this should not happen. Thank goodness Dermstore is replacing !!! Thank you !",7/19/21,Karrie,True,2,0
great product,5,I love this.. worth the money. See a difference. Even though there will always be an issue with one side dispensing mroe htan the other.. worth it,7/17/21,Holly,False,0,0
Worth the billion dollars you spend,5,"I love this. I'm late 20s and frankly probably too young for this, but I'm terrified of wrinkles. It leaves my skin incredibly soft, and I do think it has an impact on fine lines.",6/24/21,Anonymous,True,2,3
Best Skincare,5,Highly recommended by nationally recognized Dermatologist. Works beautifully under moisturizer and sunscreen,6/23/21,Anonymous,True,0,0
Can't live without it!,5,"Makes a visible difference in my skin. My skin looks more hydrated, glowing, and smoother! Highly recommend and worth the price point.",6/21/21,Anonymous,True,0,0
My favorite product,5,"My skin has become so much firmer, I'm on my 2nd bottle and love it. It's absorbs so well into skin & feels so smooth.",6/19/21,Annette,True,0,0
Great new serum,5,"I loved the original TNS product but the new advanced serum is even more addictive. Not only do I think it works to postpone wrinkles but it feels so good on my face. I have started to use it on my neck because that is showing age more than my face now! Very expensive, but I have tried other serums and always return to this.",6/18/21,Anonymous,True,1,0
Great product,5,I've only been using for a couple of weeks but can already notice a difference!,6/8/21,Anonymous,True,0,0
Good so far!,5,"I have only been using this product for just over a month and use it with many other products from the SkinMedica brand. So far, I am loving it. The verdict is still out on if it has the value for the price for me though...",5/8/21,Shari,True,0,0
Great face product,5,Excellent product! I'll definitely buy again. I do wish it were more cost effective. It should be less expensive.,5/4/21,Anonymous,False,1,0
Love this product,5,"SkinMedica's TNS Advanced+ Serum is a skin rejuvenating formula that visibly improves the appearance of coarse wrinkles, fine lines and sagging skin.",5/4/21,Anonymous,False,0,0
Great serum,5,This serum is expensive but it has truly effective ingredients that really seem to help my skin look a little younger or at least not look older.,5/2/21,Anonymous,False,0,0
Time Will Tell,5,"I like this serum, but I'm not sure it's worth the cost yet. I will decide once I'm done with the entire bottle. It feels really nice and is non irritating so far. I definitely think it's a product where you need to keep using it to see results and not an instant gratification product.",5/1/21,Anonymous,False,0,0
Too Pricy to not work,3,I used the entire tub and saw absolutely no results. My skin did not get tighter. My fine lines still remain. And the packaging is awful! It broke halfway through using it and was only working out of one side (it's a 2 sided pump). It does not evenly disperse the product. The only reason why I'm giving it 3 stars is because it didn't break me out.,4/27/21,Anonymous,False,0,0
Amazing product,5,"This is so expensive but evens out redness, reduces wrinkles, and feels good when I put it on.",4/26/21,Anonymous,False,1,0
Not that great..,2,"I haven't tired much from SkinMedica besides the Dermal Repair Cream which I love so I had the same expectations for this too. For the price, I was expecting at least some results by the time I got through the bottle. It did nothing for my minor wrinkles or texture. The texture feels nice when applying it to the skin but that ""experience"" is not worth the price tag. I was expecting more from this brand and unfortunately was disappointed. Not worth it unless you have money to burn.",4/20/21,Sydney,False,1,0
Great product!,5,"I've been using TNS serum for a couple of years now and decided to give this new version a try. Texture is smooth, and the serum absorbs quickly. So far so good!",4/15/21,Anonymous,True,0,0
Unique ingredients,5,Price is hefty but this serum is premium quality. It goes on smoothly and absorbs well. Skin plumps and glow.,4/14/21,Anonymous,False,0,0
Good not Great,4,"I know this product has a ton of great reviews, and it's a great product, but I will say it caused alot of skin irritation for me. All of the TNS products did. I have super sensitive and reactive skin, so that could be why... but if that's you just beware on this one!",4/13/21,Anonymous,False,0,0
A+++ Serum,5,This serum is the gold standard! Such great results! My esthetician recommended also!,4/10/21,Kayla,True,0,0
Pricey but results,5,"Gosh, it is very expensive. I will say I did see results very quickly though. Evened out skin tone, less visible wrinkles, reduced redness and a nice glow.",3/28/21,Anonymous,False,0,0
Skinmedica,5,This is the best brand i've used. I like using this product and its fragrance free. Quick results and makes my skin so smooth. A must try for the face.,3/22/21,Anonymous,False,0,0
Worth It!,5,"I didn't want to love this product, its expensive but it works! After I ran out of my first bottle I thought I would not buy again, but the difference on my skin was noticeable, I missed how healthy it looked while I was using the serum. After regular use my skin feels more hydrated, glow and dewy, this is a must!",3/11/21,Anonymous,True,0,0
Jury is still out,3,"This is the first time I used this product, I usually use the other TNS growth factor serum. They seem the same, maybe I needed to use more than 1 bottle. I bought this on sale to try it. I think I will stick with the other TNS growth factor serum and save a few bucks..",3/10/21,Heather,True,0,0
*PRO TIP* A solution to dispenser woes,5,"It boggles the mind that such an expensive a product would have so ineffective a dispensing mechanism. With that said, I found a solution to the uneven dispensing problem and felt compelled to share it with those who haven't thought of it already. STORE THE PRODUCT UPSIDE DOWN WHEN NOT IN USE! Gravity ensures that both serums flow to the ""top"" of either pump, thus ensuring they are pumped out in equal measures. Trust me, it works.",3/8/21,Anonymous,False,19,6
Too soon to tell,4,I have been using this serum for 3 weeks and don't see a significant difference in my skin yet. I am hoping with continued use I will see some results. I'm hoping to see the area under my chin and neck improve. I wish the despenser was not a pump so I can get out every last drop since it is so expensive. I will try to give an updated review after using the product longer. I'm not sure how long one container will last. I am hoping it lasts several months.,2/27/21,Kimberly,True,4,3
Best product I've used,5,"I'm always hesitant to try new skincare products because they are expensive and I have sensitive skin. I've been using this product for about 2 months. Usually in the winter my skin becomes dry, red with rough patches. After using this product my skin feels softer and looks more vibrant. We shall see if my wrinkles improve but so far I am very happy.",2/20/21,Anonymous,True,0,0
Holy Grail!,5,"I love this- such an improvement on the other TNS serum, especially the scent! Left my skin with great texture- pricey but worth it.",2/18/21,Anonymous,True,0,0
Great product,5,Have been using for little over 3 months now and have seen improved texture and elasticity. I do only use in am and then pm use a retinol,2/18/21,Anonymous,True,3,2
"Good product, poor packaging",3,"I have seen improvement I'm my skin with this product, but the packaging does not consistently dispense both formulas together. I end up getting many days of just the serum then thinking it's empty the TNS comes out - I have taken the pump apart with hope of fixing the problem but to no avail. For the price this pump should work every time (I've had difficulty with prior containers). I recommend with reservations.",2/18/21,Anonymous,True,1,0
tns advanced serum,5,Feels wonderful going on. I'll have to wait and see if it does what they say it does,2/17/21,Anonymous,True,0,1
Great product,5,"Love the way it goes on, non oily looking. Need moisturizer afterward it's not enough for dry skin",2/17/21,Anonymous,True,0,0
Worth it!!!,5,"I use this product in the evening and have seen a big difference in my skin texture. Fine lines on my forehead are less noticeable. Also helping with pigmentation. Given the cost of the product, I only wish it wasn't in a pump container as I'd like to use every drop.",2/17/21,Anonymous,True,0,0
Nice Serum,5,"I just started using this serum, it is light in texture and goes on easily with no greasy feeling.",2/17/21,Anonymous,True,0,0
Favorite serum,5,"I have been using this product for a month; my skin looks brighter and younger with more elasticity, I really recommend this serum",2/16/21,Anonymous,True,0,0
Unbelievable Results,5,"I've been using TNS Recovery which I loved and my dermatologist recommended this new product. I've been using for about 2 weeks and I can already tell the difference. My skin looks smoother, tighter and lines less visible. I've had a couple of people comment on how good my skin looks while not wearing makeup. Only improvement would be it was easier to make sure equal amounts of each product come out when pump.",2/16/21,Anonymous,True,0,0
Wonderful Product!,5,My skin tone and texture is smooth and youthful looking. I have been extremely HaPpY with the results.,2/16/21,Anonymous,False,1,0
Most Effective Skincare product,5,Skinmedica gets an A for this product. I've tried many other corrective serum combos. It shows results quickly. I'm looking forward to seeing the long term results. Now a committed fan. Worth every penny spent,2/15/21,Tina,True,0,0
Love this product,5,TNS Advanced+ Serum by SkinMedica smooths visible coarse wrinkles and fine lines,2/15/21,Anonymous,False,0,0
Elasticity improved!!,5,My skin seems smoother and more supple since starting this product! I'm very pleased with purchase.,2/15/21,Anonymous,True,0,0
Still on the Fence,1,"I am 70yo and have extremely good skin according to both dermatologists and aestheticians. I originally purchased TNS Essential Serum to address some deep lines across the bridge of my nose and upper lip (no, I never smoked) before I realized there was a TNS Advanced Serum for deep and coarse lines. In finished the TNS Essential Serum purchase (without noticing any results) and immediately started the TNS Advanced, which I have been using for 2 weeks now. (Note: the serums, used 1x per day will last one month and 8 days) So far, I have noticed nothing. Is this because I'm only using 1x per day? Perhaps. But the price is exorbitant and I wanted to stretch my purchases out. So, for now, I'm on the fence. I do want to give this the benefit of the doubt and have another bottle of TNS Advanced on hand. So, if after the 3rd bottle I notice nothing, I will write another review saying so. Glad this works for others. Perhaps they are not as old as me or their creases aren't as deep.",2/15/21,Anonymous,True,6,0
It Really Does Work,4,"I used this product years ago and stopped for two reasons - it was hard to justify the cost and the pumping mechanism distributed product unevenly, depleting one side before the other. They seem to have fixed the pump and I now have older skin which greatly benefits from this product. I am rationalizing the cost based on the results and will continue to buy this product.",2/15/21,Anonymous,True,0,0
Trying new,5,I have used the original TNS serum for years. I have just started using this new one. I can't wait to see if there is a difference!,2/15/21,Anonymous,True,0,0
I am a believer,5,I honestly did not want to love this as much as I do. I have been using it a week and feel like I already notice a difference. My skin is brighter and seems more healthy. I am hoping that I can narrow down on other products now that this one is a more all in one!,2/15/21,Casey,True,0,0
Still Evaluating Value vs Cost,4,"So far my skin has looked great with this product - but it's also pandemic, I'm wearing little make-up, doing a lot more involved skincare, so it's hard to say what to attribute it to. I do believe tone and texture have improved, and I'd give it 5 stars if it weren't for the fact that the cost is so high that it really needs to blow my socks off and hasn't done that quite yet. We'll give it a bit more time. Great scent and texture, but so heavily packaged that it hurts my heart and I wish SkinMedica would commit to revisiting their packaging with a view to greater sustainability.",2/15/21,Laura,True,0,0
My Go To Product,5,I use this product morning and night faithfully. It keeps my skin hydrated and soft. I use this in combination with other Skinmedica products.,2/14/21,Anonymous,True,0,0
I'M WORTH IT!,5,"I trust the recommendation of my skin care professionals, so have been investing in the SkinMedica line of serums and creams for daily maintenance of my skin for the past decade. I was very pleased with the original TNS Serum, but stepped up to the Advanced+ when it was introduced. It delivers all that is promised, to the extent that a topical product can, so I would rather ""get my money's worth"" and be pleased with the appearance of my aging skin, rather than buy less costly products for lesser results. The TNS Advanced+ Serum, Hyaluronic Acid, Eye Cream, and Antioxidant (C and E) cream are my must have products.",2/14/21,Anonymous,False,0,0
To early to see results,3,"I upgraded to the TNS Advanced, but I'm only going on my second week. Thus far it leaves my skins very dry and haven't seen any results yet. I'm wondering if I should have stayed with the original TNS. Because of the price point, I will finish the bottle and make a decision.",2/13/21,Anonymous,True,0,0
Great Product,5,I have been using this for a week and I notice that my skin looks brighter and smoother. I know to see the effects they recommend that you use the product for 12 weeks. I plan on using it for the recommended amount of time. I am using it for saggy skin. My skin skin does seem plumper even after a week.,2/11/21,Anonymous,True,0,0
Human Fibroblast Conditioned Media,1,"Human Fibroblast Conditioned Media is not an ingredient I will ever condone. Please do your research on what companies are doing when they use this product and why the product is ""so effective"". My mom bought a lot of skin medica products and she asked me to look over the ingredients and when I stumbled upon this ingredient I was crushed. How vein can society be? It's not in every single product they have but it's enough that my mom immediately stop all purchasing.",2/11/21,Anonymous,False,4,0
So happy with the new TNS!,5,"Loving this new TNS. The price point is crazy however dare I say it is worth it. My dermatologist sold me on it and within the first two weeks I was in love. I had used TNS recovery complex for years and stopped for about a year and my skin is drinking this up. Texture, tone, a few dark spots are looking better, and skin looks overall brighter/clearer. Im not sure if I will repurchase again until another sale.",2/10/21,Brianna,False,0,0
nothing to write home about,5,"I continue to buy this serum over the other TNS Serum simply because the color and smell is better. I don't think it's any better than the older one. If you want to save a few $$, buy the older version and deal with the smell and colors.",2/10/21,Anonymous,True,0,0
Really like how my skin feels and looks,5,Love TNS Advanced+ Serum. My skin looks and feels smoother and firmer - the texture is softer and smoother and it has only been two weeks! My make-up application looks more even and I have not needed as much coverage. No fragrance to deal with is a plus. I highly recommend.,2/9/21,Jane,True,0,0
Checks all the boxes!,5,"Love this product. My skin is still quite oily, even @ 51! It's challenging to find products that address the concerns of aging skin w/o clogging my pores & causing breakouts. TNS checks all the boxes!",2/9/21,Whitney,True,0,0
TNS essential serum,5,"I have used this for years. I did not want to spend the extra money when Skinmedica upgraded it, but I tried the newer one and love it. When I run out and don't use it I definitely notice a difference in my skin. I think this is a great anti-aging product!",2/8/21,Anonymous,True,1,0
all in one,5,"I couldn't decide between giving up all my skinceuticals serums I've already adjusted to and switching to this new, ""wonder product"", so I do my normal routine in the morning with what I already had, and incorporate this into my evening routine which is perfect because it's less products to apply and shortening my before bed routine is always a plus! This product did not disappoint, and I am purchasing again!",2/7/21,Stacy,False,0,0
Noticeable difference,5,"This is a little drying to my skin, but nothing a little extra moisturizer can't fix. I did notice a difference right away. My complexion and fine lines looked much better.",2/2/21,Catherine,True,1,0
Great product,5,This has made my skin so soft and supple. I love using it and feeling the results,1/25/21,Anonymous,True,0,0
Wondering if it is better than TNS essential,5,I LOVE TNS Essential serum and just started to try this so too soon to tell. It is nice and light and can be used in the morning before make up unlike the TNS essential that was quite thick.,1/20/21,Anonymous,True,0,0
I am Hooked!,5,"I have only been using SkinMedica TNS Advanced+Serum for three weeks. I have not noticed much difference in the lines on my face yet, but I can tell a big difference in the lines on my chest! Because I am 52 years old and a side sleeper I wake up with I vertical lines on my chest every morning. When I use a small amount of the TNS Advanced Serum on my lower neck/upper chest at night the lines are barely noticeable in the morning. I have used several products for this issue in the past. Nothing has come close to helping smooth these lines like this product. I am sure in time I will be able to see a visible difference in the fine lines around my eyes and mouth. I will definitely continue using SkinMedica TNS Advanced+Serum.",1/20/21,Anonymous,True,6,4
High hopes for this one,5,I have been using this for a few weeks now . I am impressed with the results I am seeing on fine lines . I am 49 and certainly getting expression lines,1/19/21,stacy,True,0,0
Great product,5,Been using the advanced formula the past 6-8 mos. and I love it so far! I used the regular TNS product for several years and switched once I realized there was an advanced,1/16/21,Anonymous,True,0,0
replaced with tns essential serum,5,This serum doesn't have a smell like the TNS essential serum. You see results faster. Still deciding if i like this better than the OG,1/14/21,Anonymous,False,1,0
Great product,4,"It is pricey, but after a month I can see the frown lines above sides of my nose have become noticeably smaller, (actually almost gone). I'm 65 years old and until Covid hit did Botox injections for the lines that made me appear angry.",1/13/21,Anonymous,True,0,0
My main beauty product,5,"I've been using the TNS Essential Serum for about 4 years now and I saw big changes with fine lines and plump looking skin with that one. I'm not getting any younger, so I have high hopes that this one will be a step up for my aging skin. Now, the TNS Advanced will be the one product I must have on hand, and all others I can still experiment with (i.e. eye creams, cleansers, sunscreen, moisturizers).",1/12/21,Anonymous,True,0,0
Decent product,5,"Can't tell much difference from the other TNS serum, which I love, in terms of results. Good product.",1/10/21,Anonymous,True,0,0
A great product,5,"I have been using this product for years. There have been times when I took a break to see if there was a difference and there definitely was. I haven't been using this updated version long enough, but based on my past experience I have no reason to doubt that it is worth it! Cut corners elsewhere and make this product a staple of your skincare regime.",1/10/21,LISA,True,0,0
Expensive but lasts,4,I have very dry but also acne-prone skin...I use one pump of this before I apply a retinol in the evening and it keeps my skin hydrated.,1/9/21,Anonymous,True,0,0
Holy Grail,5,"I love this serum. It's even better than the original, showing faster results and smoother, firmer skin texture in a matter of a few weeks. I don't even use an entire pump and am able to cover my whole face. Ok my 2nd bottle and will continue to re-purchase.",1/9/21,Katie,True,0,0
Good product but expensive,4,"I like that it seems to smooth my skin nicely when I apply it, but the product causes pilling when I use sunscreen over it. Also, the effect doesn't seem to last; as soon as I stopped using it for a night the skin goes back to the way it was. Seems expensive for what it does.",1/5/21,Anonymous,True,0,0
Single most impactful product,5,"Made a visible and almost immediate improvement in my skin, reducing redness, evening tone, increasing radiance and firmness. And it does not irritate nor clog pores. My skin is sensitive, acne prone, at times oily and at times dry or even both at once, I have sun damage, pigmentation, wrinkles, sagging...this made me not embarrassed to go without foundation which says a lot. I will continue to fork out the cash because it works.",1/2/21,Anonymous,True,0,0
A bit too expensive,5,I feel like the results I got from this product is not that amazing. Other products could show the same results with lower price.,12/31/20,Anonymous,False,0,0
Soft and Glowing,5,"I don't usually buy really expensive face products but this one is worth it. A friend of mine works for the company that makes the TNS serum that goes into this product. He told me it would be worth it and he was right. This word gets thrown around a lot but it's true...my skin is ""glowy."" The texture is better and it just looks good. I don't have to wear base unless I really want to. The only thing I don't like is that you can't tell when you're almost out and sometimes the pump is inconsistent. You have to spread your two fingers apart when you press down on the pump to make sure you get the two different liquids to come out evenly.",12/31/20,Sally,True,0,0
Amazing!!!,5,TNS serum is a game changer. I am 62 years old and have been told I have the skin of a 40 yr old. Lines and wrinkles even the deepest around the eyes have diminished. The product feels like silk going on not greasy and absorbs right away leaving a taut smooth feeling and a great palette for makeup.,12/19/20,Kim,True,0,0
Good serum,5,This serum is amazing. It has 2 chambers that you get to mix together to put on your face. It glides right on and absorbs very well! Loving it!,12/6/20,Anonymous,True,0,0
Just started using,5,"I have aged skin and have been using the TNS regular. I do find the advanced formula much more easy to use. I have only been using a few days, but so far, I love it.",12/2/20,Dottie,True,0,0
A step above the original!,5,"When SkinMedica brought out the Advanced+Serum, I thought 'are you kidding? Almost $300.00?' Well, I was using the original until I read the reviews and tried this one. Result? I am not going back to the original. This is phenomenal! I noticed better results with this formula. It smells better. I am turning 63 later this month and I still have people marvel that I look younger. I did not want to resort to fillers, etc. Just wanted to fight the age with SkinMedica!",12/1/20,Kim,True,1,0
"Incredible results,",5,"I've only been using this product for about 3 weeks and already have seen some awesome results. No doubt, my lines appear to be smoothing out...not as deep as they were. Also, definitely see a lifting and tightening of my my entire face. The product feels great on, even a little lifting sensation, and although it's rather expensive, I love the results and will continue to purchase for years to come!",12/1/20,Anonymous,True,0,0
Best skin in years,5,I have used the original TNS for about a year and loved it and the new advanced cream is like the old stuff on steroids!!!!! Both my husband and I use it and will never switch (until they get even better!),11/30/20,Anonymous,True,0,0
Loving this!,4,I am loving the texture of my skin after using this serum for 2 weeks. I'm looking forward to seeing if it will help with the fine lines on my forehead after a month or so. Only drawback on this product is the high price tag!,11/18/20,Anonymous,True,0,0
Love the TNS system!,5,"I have been using the TNS serum for just over a year now (also with the eye repair) and have loved it - so I was especially happy to try the newest version in the Advanced serum...I think the results have been good! Firming & toning is noticable...the only reason I didn't give 5 full stars is because of the price - it's higher than most other products I use - but it's my splurge for a really intense repair serum, and I wait til it's on sale and/or gift w/purchase when I buy!!",11/6/20,Paula,True,1,0
It's ok. Not loving it.,3,"I really wanted to love this. I'm on my second bottle and i don't know if it's because my expectations were too high or if the product is ehhh.. But, i haven't noticed a huge difference. I'm 38 and have a few light lines around my mouth. I was really hoping it would lighten them, but honestly they look the same. For the price tag i was expecting more. I will probably give it one more go before i throw in the towel and get filler.",11/1/20,Priscilla,True,2,1
This Works - Period.,5,"Have been using TNS since the mid-2000's. Also use prescription Retin-A (for decades as I have oily skin and breakouts). I didn't think I was going to see much of a change from the new version of this serum, but 4 days later - I cant believe it. My acne-scarred, large pored skin is absolutely smoother. Holy Cow. I am 50 with very fair skin and this works for me. I'm telling everyone. Wow and thank you Skinmedica.",10/21/20,julianne,True,2,1
Old version is better,3,Finished entire bottle no visible difference in skin except that it caused my skin to breakout also seems like less in bottle than original version.,10/12/20,Anonymous,True,1,0
Bought this for my Neck & Chest,5,"I purchased this specifically to use at night on my neck and chest. I can't tolerate retinol, but have used regular TNS on my face at night for years. It has improved the skin on my neck and chest markedly in 3 weeks! The skin is lighter in color as well. Highly recommend - it's pricey but it works.",10/1/20,Anonymous,False,0,0
Great product,5,This is my first time buying the Advanced version and I don't notice much difference from the original. The color is different but seems to work the same.,9/23/20,Stephanie,True,1,0
TNS Advanced -,5,"I used the old TNS and I thought it was a good product but never sure if it was that product or one other that made a difference to my skin. This new product feels better on my skin. It glides over my skin and I love how my skin feels for some time after. I can't verify if I am getting any results as I use a number of different products and just started a couple new ones, but I am going to continue to use TNS because overall my skin is doing pretty well during these covid times and I can't go to the dermatologists for laser or Vivace.",9/17/20,Anonymous,True,9,6
Disappointing,1,Very expensive product with no visible results after six weeks of use. Will not purchase again,9/11/20,Amy,True,0,0
Advanced Serum review,4,I have been using this product for about a month now. I honestly haven't noticed much of a difference between this and the original TNS Serum other than it does not smell as weird. I do love the original though but will probably buy this one more time as I don't think I've been using it long enough to see the full results.,9/10/20,Lora,True,2,0
Dispenser issues!,1,Purchased my first bottle of Skinmedica TNS Advanced Serum at my doctor's office and had no problem with the dispenser but no so with the bottle I purchased here. It's hit or miss whether both sides will dispense the product. Neither side appears to be clogged up. Not happy at all!,9/9/20,Anonymous,True,8,2
TNS advanced Serum,5,Love the new TNS advanced serum!! Seeing changes in skin! Like the way it is lifting my skin and changes in sagging! Great product,9/7/20,Anonymous,True,1,0
Happy but no noticeable change,5,So I do like this product but I am on my third bottle and can't say it's eliminated any wrinkles I have. I use it nightly because when I use it in the morning too I felt like My skin was flaking when I applied make up on top of it. When I use the tns essential serum before make up I don't have the flaking. There is no smell which is a positive,9/2/20,Anonymous,True,0,0
